ID,DtEmissão,DtVencimento,VlOriginal,Desconto,Prestador,Motivo,VlPago,DtPagamento,Saldo,Quitado,Observ,BancoSaida,NFSolicitada
5222,2024-07-10 00:00:00,2024-07-19 00:00:00,3105.75,0,48,Serviços tomados,3105.75,2024-07-15 00:00:00,0,S,"41,41 IP X 75,00",BS2,
5223,2024-07-10 00:00:00,2024-07-19 00:00:00,6240,0,51,Serviços tomados,6240,2024-07-11 00:00:00,0,S,"8.840,00 (136 hrs x 65,00) - 2600,00 ref. a 1a semana de junho24 adiantado e pago dia 11/06",BS2,
5224,2024-07-10 00:00:00,2024-07-19 00:00:00,7080.5,0,57,Serviços tomados,7080.5,2024-07-19 00:00:00,0,S,"Pgto 101:15 a 70,00 conforme planilha Silas IP",BS2,
5225,2024-07-10 00:00:00,2024-07-19 00:00:00,19300,0,62,Serviços tomados,19300,2024-07-19 00:00:00,0,S,"193,5 hrs a 100,00 Nucci IP",BS2,
5226,2024-07-10 00:00:00,2024-07-19 00:00:00,1300,0,63,Serviços tomados,1300,2024-07-15 00:00:00,0,S,20 hrs TOTVS IP,BS2,
5227,2024-07-10 00:00:00,2024-07-19 00:00:00,1300,0,63,Serviços tomados,1300,2024-07-15 00:00:00,0,S,20 hrs Nordeste,BS2,
5228,2024-07-10 00:00:00,2024-07-19 00:00:00,1560,0,64,Serviços tomados,1560,2024-07-15 00:00:00,0,S,24 hrs Ramon em Curitiba,BS2,
5229,2024-07-10 00:00:00,2024-07-19 00:00:00,780,0,64,Serviços tomados,780,2024-07-15 00:00:00,0,S,12hrs Ramon IP,BS2,
5230,2024-07-10 00:00:00,2024-07-19 00:00:00,900,0,65,Serviços tomados,900,2024-07-10 00:00:00,0,S,12 hrs Luiz Roberto IP,BS2,
5232,2024-07-10 00:00:00,2024-07-19 00:00:00,487.4,0,65,Combustível,487.4,2024-07-10 00:00:00,0,S,Desp.Atendimento IP,BS2,
5233,2024-07-10 00:00:00,2024-07-19 00:00:00,4160,0,66,Serviços tomados,4160,2024-07-10 00:00:00,0,S,"64 hrs X 65,00 Nordeste",BS2,
5234,2024-07-11 00:00:00,2024-07-19 00:00:00,4410,0,67,Serviços tomados,4410,2024-07-16 00:00:00,0,S,"pgto 49 hrs a 90,00 IP",BS2,
5235,2024-07-11 00:00:00,2024-07-19 00:00:00,5300,0,68,Serviços tomados,5300,2024-07-17 00:00:00,0,S,"120 hrs X 65,00 IP = 7.800,00 - 2500,00 adiantamento",BS2,
5236,2024-07-11 00:00:00,2024-07-19 00:00:00,1120,0,70,Serviços tomados,1120,2024-07-11 00:00:00,0,S,"70 hrs a 70,00",BS2,
5237,2024-07-11 00:00:00,2024-07-19 00:00:00,520,0,71,Serviços tomados,520,2024-07-19 00:00:00,0,S,8 hrs Audisio Curitiba,BS2,
5238,2024-07-11 00:00:00,2024-07-19 00:00:00,780,0,71,Serviços tomados,780,2024-07-19 00:00:00,0,S,100 hrs vendidas TOTVS OESTE implant. MNTRenan TOTVS OESTE / Pgto 12 hrs,BS2,
5239,2024-07-11 00:00:00,2024-07-19 00:00:00,10400,0,71,Serviços tomados,10400,2024-07-19 00:00:00,0,S,160 hrs Audisio IP,BS2,
5240,2024-07-11 00:00:00,2024-07-19 00:00:00,650,0,73,Serviços tomados,650,2024-07-17 00:00:00,0,S,Capacitação módulo treinamento RM Mario OESTE pgto 10 hrs conforme planilha Cleber,BS2,
5241,2024-07-11 00:00:00,2024-07-19 00:00:00,5720,0,73,Serviços tomados,5720,2024-07-17 00:00:00,0,S,"Pg 88 hrs e recebendo 74 hrs, MAISROI360 tem 14 hrs p/ Jul24 sem custo.",BS2,
5243,2024-07-11 00:00:00,2024-07-19 00:00:00,21122.5,0,74,Serviços tomados,21122.5,2024-07-18 00:00:00,0,S,"248,5 hrs na IP Augusto",BS2,
5244,2024-07-11 00:00:00,2024-07-19 00:00:00,9724,0,78,Serviços tomados,9724,2024-07-11 00:00:00,0,S,"160 hrs TOTVS Matriz X 65,00 = 10.400 - 6,5% NF",NUBANK,
5245,2024-07-11 00:00:00,2024-07-19 00:00:00,8640,0,10078,Serviços tomados,8640,2024-07-18 00:00:00,0,S,"144 hrs a 60,00 Renan IP",BS2,
5246,2024-07-11 00:00:00,2024-07-19 00:00:00,3360,0,50080,Serviços tomados,3360,2024-07-15 00:00:00,0,S,"pg Maycon 56 hrs IP a 60,00",CONTABILIZEI,
5247,2024-07-11 00:00:00,2024-07-19 00:00:00,5180,0,50081,Serviços tomados,5180,2024-07-11 00:00:00,0,S,"50% adiantado em 01/07/24 / 129,5 X 80,00",BS2,
5248,2024-07-11 00:00:00,2024-07-19 00:00:00,1680,0,50082,Serviços tomados,1680,2024-07-15 00:00:00,0,S,"24 hrs a 70,00 IP Tati",BS2,
5249,2024-07-15 00:00:00,2024-07-19 00:00:00,325,0,20,Serviços tomados,325,2024-07-15 00:00:00,0,S,"5 hrs x 65,00 do Diego Messias na IP (Pgto s/ NF da conta Nubank Mauricio",NUBANK,
5250,2024-07-15 00:00:00,2024-07-19 00:00:00,325,0,20,Serviços tomados,325,2024-07-16 00:00:00,0,S,"Ref. a 325,00 pg ao Diego Messias serv.prestados em jun24 5 hrs a 65,00 IP, pg sem NF Nubank",NUBANK,
5251,2024-07-16 00:00:00,2024-07-16 00:00:00,540,0,20,Serviços tomados,540,2024-07-16 00:00:00,0,S,"Mauricio pagou 540,00 ao Consultor Marco Holando ref. 6 hrs de translado não pago no salário, Pgto sem NF pelo Nubank",NUBANK,
5252,2024-07-17 00:00:00,2024-08-20 00:00:00,2519.8,0,50081,Combustível,2519.8,2024-07-17 00:00:00,0,S,"Despesas p/ atender DUX de 01 à 26/07/24 (pgtos 01,10 e 17/07/24), 479,80 em 26/07",BS2,
5253,2024-07-23 00:00:00,2024-08-20 00:00:00,5340,0,43,Adiantamento Prestador,5340,2024-07-23 00:00:00,0,S,"Adiant. 2100,00 19/07;2240,00 23/07;1K 02/08",BS2,
5255,2024-07-26 00:00:00,2024-07-26 00:00:00,760,0,20,Retirada Lucro,760,2024-07-26 00:00:00,0,S,pgto ref. a locação de Coworking,CONTABILIZEI,
5256,2024-07-31 00:00:00,2024-08-16 00:00:00,1200,0,60081,Serviços tomados,1200,2024-07-31 00:00:00,0,S,Entrega ECF / Faturar 20 hrs e pagar 15 hrs,NUBANK,
5257,2024-08-02 00:00:00,2024-09-20 00:00:00,2399,0,50081,Combustível,2399,2024-08-26 00:00:00,0,S,"Pgto despesas até 09/08 em 02/08 / De 12 a 16/08 680,00 / 449,60 19/08 pg desp. Até 23/08/24 / 449,60 em 26/08 encerra o mês",BS2,N
5258,2024-08-07 00:00:00,2024-08-16 00:00:00,6300,0,50079,Serviços tomados,6300,2024-08-16 00:00:00,0,S,"Cobrei 90 hrs a 110,00= 9.900,00  paguei 2520,00 07/08 (40%) e 3780,00 16/08 (60%) - Quitado",NUBANK,N
5259,2024-08-08 00:00:00,2024-08-16 00:00:00,210,0,32,Serviços tomados,210,2024-08-16 00:00:00,0,S,"PETFOOD - Andressa/Celina pg 70,00 o vl hr",BS2,S
5260,2024-08-08 00:00:00,2024-08-20 00:00:00,11550,0,39,Serviços tomados,11550,2024-08-16 00:00:00,0,S,Serv. Ana/Nuzzi TOTVS Matriz,BS2,S
5261,2024-08-08 00:00:00,2024-08-20 00:00:00,1960,1960,43,Serviços tomados,,,0,S,Hrs finais projeto Ativo+suportes recebido 32 hrs e pagar 28 hrs - pagos pelos adiantamentos,BS2,
5262,2024-08-08 00:00:00,2024-08-20 00:00:00,11375,0,45,Serviços tomados,11375,2024-08-16 00:00:00,0,S,Personalizações Cassi / TBC,CONTABILIZEI,S
5263,2024-08-08 00:00:00,2024-08-20 00:00:00,975,0,45,Serviços tomados,975,2024-08-16 00:00:00,0,S,chamados avulsos c/ Juliana PMO,CONTABILIZEI,S
5264,2024-08-08 00:00:00,2024-08-20 00:00:00,12506,0,51,Serviços tomados,12506,2024-08-16 00:00:00,0,S,"192,40 X 65,00 Nordeste",BS2,S
5265,2024-08-08 00:00:00,2024-08-20 00:00:00,560,0,57,Serviços tomados,560,2024-08-19 00:00:00,0,S,Revisão de LP contábeis,BS2,S
5266,2024-08-08 00:00:00,2024-08-20 00:00:00,3541.27,0,64,Serviços tomados,3541.27,2024-08-19 00:00:00,0,S,"50 hrs x 65,00 + 291,27 recebido e pago",CONTABILIZEI,S
5267,2024-08-08 00:00:00,2024-08-20 00:00:00,5200,0,66,Serviços tomados,5200,2024-08-16 00:00:00,0,S,80 hrs Suporte nordeste,BS2,S
5268,2024-08-08 00:00:00,2024-08-20 00:00:00,2080,0,71,Serviços tomados,2080,2024-08-16 00:00:00,0,S,MNT cliente TOFFANO OESTE pg 32 hrs e recebi 28 hrs (desc. 4 hr mês anterior),CONTABILIZEI,S
5269,2024-08-08 00:00:00,2024-08-20 00:00:00,845,0,71,Serviços tomados,845,2024-08-16 00:00:00,0,S,16 hrs treinamento Call Center final de semana Rafael Penteado OESTE - pg 13 hrs,CONTABILIZEI,S
5270,2024-08-08 00:00:00,2024-08-20 00:00:00,1040,0,71,Serviços tomados,1040,2024-08-16 00:00:00,0,S,Ajuste em Gestão de Serviços Lucas OESTE,CONTABILIZEI,S
5271,2024-08-08 00:00:00,2024-08-20 00:00:00,10560,0,78,Serviços tomados,10560,2024-08-30 00:00:00,0,S,Serv. p/ CP Emanuel Grupo Caoa TOTVS Matriz,BS2,S
5272,2024-08-08 00:00:00,2024-08-20 00:00:00,1560,0,30079,Serviços tomados,1560,2024-08-19 00:00:00,0,S,"24 hrs a 65,00",CONTABILIZEI,S
5273,2024-08-08 00:00:00,2024-08-20 00:00:00,715,0,50084,Serviços tomados,715,2024-08-16 00:00:00,0,S,PG 11 hrs conforme planilha Consultor,BS2,S
5274,2024-08-10 00:00:00,2024-08-20 00:00:00,6000,0,40,Adiantamento Prestador,6000,2024-08-10 00:00:00,0,S,Adiantado 6k 10/08,BS2,
5275,2024-08-13 00:00:00,2024-08-20 00:00:00,17280,0,23,Serviços tomados,17280,2024-08-20 00:00:00,0,S,216 hrs conferido pelas Ordens de Serviços,BS2,S
5276,2024-08-13 00:00:00,2024-08-20 00:00:00,520,0,26,Serviços tomados,520,2024-08-14 00:00:00,0,S,8 hrs de alocação para IP Sorocaba,NUBANK,S
5277,2024-08-13 00:00:00,2024-08-20 00:00:00,9600,0,28,Serviços tomados,9600,2024-08-19 00:00:00,0,S,"176 hrs, ficou 16 hrs p/ set24 por apontamento fora do período",BS2,S
5278,2024-08-13 00:00:00,2024-08-20 00:00:00,280,0,32,Serviços tomados,280,2024-08-16 00:00:00,0,S,Atendimento Adriano p/ RH Petfood dias 26 e 31/07,BS2,S
5279,2024-08-13 00:00:00,2024-08-20 00:00:00,1440,0,32,Serviços tomados,1440,2024-08-16 00:00:00,0,S,planilha do Consultor com erro dia 26 duplicidade / 32 hrs PC IP,BS2,S
5280,2024-08-13 00:00:00,2024-08-20 00:00:00,3480,0,32,Serviços tomados,3480,2024-08-16 00:00:00,0,S,58 hrs na IP SOROCABA,BS2,S
5281,2024-08-13 00:00:00,2024-08-20 00:00:00,9660,0,37,Serviços tomados,9660,2024-08-19 00:00:00,0,S,Conferido pela OS 161 hrs,BS2,S
5282,2024-08-13 00:00:00,2024-08-20 00:00:00,5700,0,40,Serviços tomados,5700,2024-08-13 00:00:00,0,S,"Conferidas por Ordens de Serviços 180 hrs X 65,00 - Adiantado 6k em 10/08",BS2,
5284,2024-08-13 00:00:00,2024-08-20 00:00:00,2520,2520,43,Serviços tomados,,,0,S,Desenv.CP Eduardo Franco IP Sorocaba - Pg pelos adiantamentos,BS2,
5285,2024-08-13 00:00:00,2024-08-20 00:00:00,2325,0,48,Serviços tomados,2325,2024-08-19 00:00:00,0,S,"Veio 24 hrs e o certo era 31 hrs, solicitado ajustes",BS2,S
5286,2024-08-13 00:00:00,2024-08-20 00:00:00,560,0,57,Serviços tomados,560,2024-08-19 00:00:00,0,S,ATRAM COMERCIO DE PRODUTOS NATURAIS LTDA da unidade de Ribeirao no dia 05/07 - 8 hrs,BS2,S
5287,2024-08-13 00:00:00,2024-08-20 00:00:00,6720,0,57,Serviços tomados,6720,2024-08-19 00:00:00,0,S,96 hrs Silas p/ TOTVS IP Sorocaba Neylor,BS2,S
5288,2024-08-13 00:00:00,2024-08-20 00:00:00,3600,0,62,Serviços tomados,3600,2024-08-19 00:00:00,0,S,36 hrs conferidas pelas Ordens de Serviços,BS2,S
5289,2024-08-13 00:00:00,2024-08-20 00:00:00,1040,0,63,Serviços tomados,1040,2024-08-19 00:00:00,0,S,Jean 1 dia do mês + 2 últ.de cada mês até dez/24,BS2,S
5290,2024-08-13 00:00:00,2024-08-20 00:00:00,2080,0,63,Serviços tomados,2080,2024-08-19 00:00:00,0,S,"32 HRS Ismeris p/ CP Jean, conferido com base em Ordem de Serviço",,S
5291,2024-08-13 00:00:00,2024-08-20 00:00:00,3040,0,67,Serviços tomados,3040,2024-08-20 00:00:00,0,S,Atendimento a IP SOROCABA Edu Franco,NUBANK,S
5292,2024-08-13 00:00:00,2024-08-20 00:00:00,7800,0,68,Serviços tomados,7800,2024-08-16 00:00:00,0,S,"PC da IP 120 hrs, 40 hrs (dias 17,26,29,30 e 31/07)apontadas em ago24, receber em set24",BS2,S
5293,2024-08-13 00:00:00,2024-08-20 00:00:00,9880,0,71,Serviços tomados,9880,2024-08-16 00:00:00,0,S,"152 hrs PC IP 24 hrs (OS 29,30 e 31 apontadas em Ago24)",CONTABILIZEI,S
5294,2024-08-13 00:00:00,2024-08-20 00:00:00,4680,0,73,Serviços tomados,4680,2024-08-19 00:00:00,0,S,77 hrs recebidas e 72 pagas atende TV Aliança com Neylor,BS2,S
5295,2024-08-13 00:00:00,2024-08-20 00:00:00,17850,0,74,Serviços tomados,17850,2024-08-19 00:00:00,0,S,210 hrs conforme PC da IP,BS2,S
5296,2024-08-13 00:00:00,2024-08-20 00:00:00,7680,0,10078,Serviços tomados,7680,2024-08-19 00:00:00,0,S,128 hrs conferidas pelas Ordens de serviços,BS2,S
5297,2024-08-13 00:00:00,2024-08-20 00:00:00,3150,0,50080,Serviços tomados,3150,2024-08-16 00:00:00,0,S,"52,5 hrs conferidas pela Ordens de Serviços",CONTABILIZEI,S
5298,2024-08-13 00:00:00,2024-08-20 00:00:00,11791,0,50081,Serviços tomados,11791,2024-08-16 00:00:00,0,S,"181,40 conferido pelas Ordens de Serviços",CONTABILIZEI,S
5299,2024-08-13 00:00:00,2024-08-20 00:00:00,5200,0,60079,Serviços tomados,5200,2024-08-19 00:00:00,0,S,80 hrs conferidas pelas Ordens de Serviços,BS2,S
5300,2024-08-13 00:00:00,2024-08-20 00:00:00,5280,0,60080,Serviços tomados,5280,2024-08-16 00:00:00,0,S,88 hrs para TOTVS Paulista/Ibirapuera (Sorocaba) - pedido 019,BS2,S
5302,2024-08-14 00:00:00,2024-09-20 00:00:00,4200,0,43,Adiantamento Prestador,4200,2024-09-06 00:00:00,0,S,"Saldo negativo que ficou ref. ao mês de Jul24 860,00 + Adiant. De 2240,00 em 26/08 - Total adiantado R$ 3100,00 + 1100,00 06/09",BS2,S
5303,2024-08-14 00:00:00,2024-09-20 00:00:00,1200,0,68,Adiantamento Prestador,1200,2024-08-16 00:00:00,0,S,"Ajuda ref. ao não pgto de 40 hrs de Jul24, apont. Fora do prazo.",BS2,S
5304,2024-08-20 00:00:00,2024-08-20 00:00:00,3880,0,42,Serviços tomados,3880,2024-08-20 00:00:00,0,S,212 hrs Audisio e 176 hrs Genilson,NUBANK,S
5305,2024-08-20 00:00:00,2024-08-20 00:00:00,800,0,40078,Serviços tomados,800,2024-08-20 00:00:00,0,S,90 hrs Sande - 10 hrs Fernando Bueno,NUBANK,S
5306,2024-08-20 00:00:00,2024-09-09 00:00:00,10140,0,40,Adiantamento Prestador,10140,2024-08-26 00:00:00,0,S,"156 hrs X 65,00 10.140,00 - 3200,00 adiantamento em 26/08 + 6940,00 p/ 9/09",BS2,S
5309,2024-08-22 00:00:00,2024-09-09 00:00:00,2700,0,60080,Adiantamento Prestador,2700,2024-09-09 00:00:00,0,S,"Aderiu ao modelo 2 / Receberá 2700,00 50% MAIROI360 e 231,00 Loureiro",BS2,S
5310,2024-08-22 00:00:00,2024-09-09 00:00:00,5000,0,50081,Adiantamento Prestador,5000,2024-09-05 00:00:00,0,S,Aderiu ao modelo 2 receber 50% antecipado e 50% até dia 28/09,BS2,S
5311,2024-08-22 00:00:00,2024-09-09 00:00:00,8000,0,71,Adiantamento Prestador,8000,2024-09-10 00:00:00,0,S,Aderiu ao modelo 2 receber 50% antecipado e 50% até dia 28/09,BS2,S
5312,2024-08-22 00:00:00,2024-09-09 00:00:00,7040,0,23,Adiantamento Prestador,7040,2024-09-06 00:00:00,0,S,Aderiu ao modelo 2 receber 50% antecipado e 50% até dia 25/09,BS2,S
5313,2024-08-22 00:00:00,2024-09-09 00:00:00,6160,0,39,Adiantamento Prestador,6160,2024-09-10 00:00:00,0,S,Aderiu ao modelo 2 receber 50% antecipado e 50% até dia 28/09,BS2,S
5314,2024-08-22 00:00:00,2024-09-09 00:00:00,3640,0,45,Adiantamento Prestador,3640,2024-09-06 00:00:00,0,S,Aderiu ao modelo 2 receber 50% antecipado e 50% até dia 28/09,CONTABILIZEI,S
5315,2024-08-23 00:00:00,2024-09-09 00:00:00,4030,0,63,Adiantamento Prestador,4030,2024-09-06 00:00:00,0,S,Aderiu ao modelo 2 receber 50% antecipado e 50% até dia 28/09,BS2,S
5316,2024-08-26 00:00:00,2024-09-09 00:00:00,3920,0,57,Adiantamento Prestador,3920,2024-09-06 00:00:00,0,S,Aderiu ao modelo 2 receber 50% antecipado e 50% até dia 28/09,BS2,S
5317,2024-08-26 00:00:00,2024-08-28 00:00:00,3360,0,50078,Serviços tomados,3360,2024-08-30 00:00:00,0,S,2a parte do sistema WEB Farol360,BS2,S
5318,2024-09-02 00:00:00,2024-09-09 00:00:00,5460,0,78,Adiantamento Prestador,5460,2024-09-06 00:00:00,0,S,Aderiu ao modelo 2 receber 50% antecipado e 50% até dia 28/09,BS2,S
5319,2024-09-05 00:00:00,2024-10-25 00:00:00,2167.6,0,50081,Combustível,2167.6,2024-09-24 00:00:00,0,S,"449,60 Reemb.Despesas até 06/09/24 + 619,20 em 10/09 até 13/09 + 479,60 em 19/09/24 + 619,20 24/09",BS2,S
5320,2024-09-05 00:00:00,2024-09-09 00:00:00,840,0,32,Serviços tomados,840,2024-09-06 00:00:00,0,S,28/08 atendimento Adriano,CONTABILIZEI,S
5321,2024-09-05 00:00:00,2024-09-09 00:00:00,2400,0,32,Serviços tomados,2400,2024-09-06 00:00:00,0,S,,CONTABILIZEI,S
5322,2024-09-05 00:00:00,2024-09-20 00:00:00,1332.5,0,51,Serviços tomados,1332.5,2024-09-13 00:00:00,0,S,3 dias p/ CP Jean - Apoio em Fechamento Contábio,BS2,S
5323,2024-09-05 00:00:00,2024-09-20 00:00:00,2990,0,51,Serviços tomados,2990,2024-09-13 00:00:00,0,S,,BS2,S
5327,2024-09-05 00:00:00,2024-09-20 00:00:00,7024,0,64,Serviços tomados,7024,2024-09-19 00:00:00,0,S,"A receber 7800,00, sendo  776,00 Etnia Loureiro e 7024,00 MAISROI360",BS2,S
5330,2024-09-10 00:00:00,2024-09-27 00:00:00,14080,7040,23,Serviços tomados,7040,2024-09-26 00:00:00,0,S,Descontar 1a parte paga em 09/09 / 2a até 28/09,BS2,S
5331,2024-09-10 00:00:00,2024-09-20 00:00:00,10500,0,28,Serviços tomados,10500,2024-09-19 00:00:00,0,S,,BS2,S
5332,2024-09-10 00:00:00,2024-09-20 00:00:00,6660,0,37,Serviços tomados,6660,2024-09-18 00:00:00,0,S,"111 hrs feitas, aprovadas 103 8 hrs próximo mês / pagando total",BS2,S
5334,2024-09-10 00:00:00,2024-09-27 00:00:00,12320,6160,39,Serviços tomados,6160,2024-09-26 00:00:00,0,S,1a parte paga em 10/09,BS2,S
5335,2024-09-10 00:00:00,2024-09-20 00:00:00,280,0,44,Serviços tomados,280,2024-09-13 00:00:00,0,S,,NUBANK,N
5336,2024-09-10 00:00:00,2024-09-27 00:00:00,6259.5,3640,45,Serviços tomados,2619.5,2024-09-26 00:00:00,0,S,"Adiantado 3640,00 em 06/09 / TT 96 hrs a 65,00 + 19,50 chamados Curitiba",CONTABILIZEI,S
5337,2024-09-10 00:00:00,2024-09-20 00:00:00,1147.5,0,48,Serviços tomados,1147.5,2024-09-18 00:00:00,0,S,NEOPENSO,BS2,S
5338,2024-09-10 00:00:00,2024-09-27 00:00:00,7560,3920,57,Serviços tomados,3640,2024-09-26 00:00:00,0,S,,BS2,S
5339,2024-09-10 00:00:00,2024-09-27 00:00:00,520,0,63,Serviços tomados,520,2024-09-26 00:00:00,0,S,8 hrs IP Fechamento estoque,BS2,S
5340,2024-09-10 00:00:00,2024-09-27 00:00:00,7280,4030,63,Serviços tomados,3250,2024-09-26 00:00:00,0,S,"112 hrs TOTVS Ibirapuera/Paulista / 4030,00 adiantado 06/09",BS2,S
5341,2024-09-10 00:00:00,2024-09-27 00:00:00,260,0,63,Serviços tomados,260,2024-09-26 00:00:00,0,S,4 hrs FICC NEOPENSO,BS2,S
5343,2024-09-10 00:00:00,2024-09-20 00:00:00,4160,0,66,Serviços tomados,4160,2024-09-18 00:00:00,0,S,,BS2,S
5344,2024-09-10 00:00:00,2024-09-20 00:00:00,14040,1200,68,Serviços tomados,12840,2024-09-20 00:00:00,0,S,"216 hrs 40 hrs de Oss atrasadas de Jul24, desconto de 1200,00 de adiantamento",BS2,S
5345,2024-09-10 00:00:00,2024-09-27 00:00:00,17160,8000,71,Serviços tomados,9160,2024-09-26 00:00:00,0,S,descontar 8k adiantamento,BS2,S
5346,2024-09-10 00:00:00,2024-09-27 00:00:00,390,0,71,Serviços tomados,390,2024-09-26 00:00:00,0,S,,BS2,S
5347,2024-09-10 00:00:00,2024-09-20 00:00:00,9360,0,73,Serviços tomados,9360,2024-09-18 00:00:00,0,S,"144 hrs a 65,00",BS2,S
5348,2024-09-10 00:00:00,2024-09-20 00:00:00,17000,0,74,Serviços tomados,17000,2024-09-20 00:00:00,0,S,"200 hrs a 85,00",BS2,S
5349,2024-09-10 00:00:00,2024-09-27 00:00:00,10080,5460,78,Serviços tomados,4620,2024-10-02 00:00:00,0,S,,BS2,S
5351,2024-09-10 00:00:00,2024-09-20 00:00:00,960,0,50080,Serviços tomados,960,2024-09-18 00:00:00,0,S,,CONTABILIZEI,S
5352,2024-09-10 00:00:00,2024-09-27 00:00:00,9685,5000,50081,Serviços tomados,4685,2024-09-26 00:00:00,0,S,"Descontar 5k adiantamento (faltaram 40 hrs IP não pagou, aprovado depois)",BS2,S
5353,2024-09-10 00:00:00,2024-10-18 00:00:00,2000,0,50081,Adiantamento Prestador,2000,2024-09-10 00:00:00,0,S,Adiantamento devido a 40 hrs não recebidas pelo Consultor,BS2,S
5354,2024-09-10 00:00:00,2024-09-20 00:00:00,4160,0,60079,Serviços tomados,4160,2024-09-19 00:00:00,0,S,,BS2,S
5355,2024-09-10 00:00:00,2024-09-27 00:00:00,5430,3613.5,60080,Serviços tomados,1816.5,2024-09-26 00:00:00,0,S,"90,5 hrs x 60,00 = R$ 5430,00 - 2700,00 antecipação e 913,50 faturar contra Loureiro",BS2,S
5357,2024-09-10 00:00:00,2024-09-20 00:00:00,6290,0,60081,Serviços tomados,6290,2024-09-19 00:00:00,0,S,receber 46 hrs e repassar 39 hrs - desc. Para margem,BS2,S
5358,2024-09-10 00:00:00,2024-09-20 00:00:00,440,0,60083,Serviços tomados,440,2024-09-18 00:00:00,0,S,,BS2,S
5359,2024-09-16 00:00:00,2024-10-18 00:00:00,560,150,43,Adiantamento Prestador,410,2024-09-16 00:00:00,0,S,"Adiantamento de 150,00 15/09 e mais 410,00 em 16/09 ref. a 8 hrs Portgas confirmado por email pelo Luhan.",NUBANK,S
5362,2024-09-20 00:00:00,2024-10-25 00:00:00,6000,0,10078,Adiantamento Prestador,6000,2024-09-20 00:00:00,0,S,"Total ref. a Agosto24: 9.870,00, pagando 6k de adiantamento para receber somente em Outubro.",BS2,S
5363,2024-09-24 00:00:00,2024-09-25 00:00:00,600,0,30079,Serviços tomados,600,2024-09-25 00:00:00,0,S,8 hrs Curitiba,NUBANK,S
5365,2024-10-03 00:00:00,2024-10-03 00:00:00,560,0,70,Serviços tomados,560,2024-10-03 00:00:00,0,S,Paguei sem receber,BS2,S
5368,2024-10-04 00:00:00,2024-10-18 00:00:00,3200,0,40,Adiantamento Prestador,3200,2024-10-11 00:00:00,0,S,Descontar este valor do Sande ref. aos serviços do Cláudio e faturou direto,SANTANDER,S
5369,2024-10-05 00:00:00,2024-10-05 00:00:00,2160,0,32,Serviços tomados,2160,2024-10-05 00:00:00,0,S,Antecipamos a pedidos,BS2,S
5374,2024-10-07 00:00:00,2024-10-28 00:00:00,13936,2000,50081,Serviços tomados,11936,2024-10-25 00:00:00,0,S,"rc 213,36 e pg 200 hrs x 65,00 / descontar 2k de adiantamento / pg 1a parte em 08/10  / 5968,00 pg em 25/105968,00",BS2,S
5375,2024-10-07 00:00:00,2024-10-28 00:00:00,10080,0,78,Serviços tomados,10080,2024-10-25 00:00:00,0,S,"5040,00 dia 08/10 e mesmo valor 28/10",BS2,S
5376,2024-10-07 00:00:00,2024-10-09 00:00:00,5285,0,57,Serviços tomados,5285,2024-10-08 00:00:00,0,S,pg total em 08/10,BS2,S
5377,2024-10-07 00:00:00,2024-10-28 00:00:00,9360,0,63,Serviços tomados,9360,2024-10-08 00:00:00,0,S,"Pago 4810,00 em 08/10 BS2 / 4810,00 em 25/10",BS2,S
5378,2024-10-07 00:00:00,2024-10-09 00:00:00,260,0,63,Serviços tomados,260,,0,S,,BS2,S
5379,2024-10-07 00:00:00,2024-10-28 00:00:00,10920,0,45,Serviços tomados,10920,2024-10-25 00:00:00,0,S,"pg 08/10 5882,50",CONTABILIZEI,S
5380,2024-10-07 00:00:00,2024-10-28 00:00:00,845,0,45,Serviços tomados,845,2024-10-25 00:00:00,0,S,,CONTABILIZEI,S
5381,2024-10-07 00:00:00,2024-10-28 00:00:00,13440,0,23,Serviços tomados,13440,2024-10-08 00:00:00,0,S,"168 hrs X 80,00 / emitiu NF completa pg 25/10",BS2,S
5384,2024-10-07 00:00:00,2024-10-28 00:00:00,7280,0,39,Serviços tomados,7280,2024-10-25 00:00:00,0,S,"104 hrs a 70,00",BS2,S
5385,2024-10-07 00:00:00,2024-10-28 00:00:00,15600,0,71,Serviços tomados,15600,2024-10-08 00:00:00,0,S,"240 X 65,00 / pago 1a parte 8653,12 emitiu NF total",BS2,S
5386,2024-10-07 00:00:00,2024-10-28 00:00:00,1706.25,0,71,Serviços tomados,1706.25,2024-10-25 00:00:00,0,S,,BS2,S
5387,2024-10-07 00:00:00,2024-10-15 00:00:00,17000,0,60084,Serviços tomados,17000,2024-10-15 00:00:00,0,S,,CONTABILIZEI,S
5388,2024-10-07 00:00:00,2024-10-21 00:00:00,4320,0,28,Serviços tomados,4320,2024-10-17 00:00:00,0,S,,BS2,S
5390,2024-10-07 00:00:00,2024-10-21 00:00:00,360,0,28,Serviços tomados,360,2024-10-17 00:00:00,0,S,,BS2,S
5391,2024-10-07 00:00:00,2024-11-20 00:00:00,6580,0,43,Serviços tomados,6580,2024-10-31 00:00:00,0,S,"Pago serviços prestados até 18/10/24/pg até 29/10/24 em 25/10 pela P40 / 31/10 1.120,00 P40",BS2,S
5392,2024-10-07 00:00:00,2024-10-09 00:00:00,560,0,43,Serviços tomados,560,2024-10-07 00:00:00,0,S,Pago através de adiantamento dias 15 e 16/09,BS2,S
